,lead_time,no_of_special_requests,avg_price_per_room,arrival_month,Unnamed: 0,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,booking_status
512,12,0,100.0,10,8170,12,2,3,1,0,1
513,8,0,81.0,2,1460,12,4,2,0,3,1
514,105,0,75.0,4,15854,6,3,1,0,0,0
515,117,0,75.0,2,21674,29,3,1,1,0,1
516,128,0,67.22,3,739,18,4,2,1,0,1
517,74,0,101.5,9,21068,18,3,2,0,1,1
518,150,1,90.0,6,13703,16,3,3,0,1,1
519,237,2,87.67,9,21022,22,4,3,1,0,1
520,6,0,70.0,2,4155,21,3,3,2,0,1
521,31,0,75.0,9,36045,16,3,2,1,0,1
522,263,0,67.0,9,1873,21,3,0,1,0,1
523,5,1,133.0,9,12072,19,4,1,0,0,1
524,78,2,110.84,12,11938,26,4,4,1,0,1
525,90,0,81.62,4,12066,21,3,3,0,0,1
526,63,0,159.3,6,4139,8,4,3,0,0,0
527,52,1,99.88,3,10835,31,4,3,1,0,1
528,0,1,0.0,3,4996,9,1,1,0,0,1
529,68,0,79.2,12,27609,22,4,2,0,3,0
530,24,1,77.25,1,34122,29,4,2,1,0,1
531,63,1,97.71,5,13751,22,4,1,2,0,1
532,2,0,90.78,11,29553,26,4,3,2,0,1
533,3,1,96.8,5,24372,12,3,3,2,3,1
534,161,2,145.85,8,18029,14,4,3,2,0,0
535,62,1,70.78,7,19599,18,4,3,1,3,1
536,257,0,101.5,7,2064,1,4,2,0,1,0
537,99,3,89.25,10,6420,10,4,1,2,0,1
538,5,1,149.0,9,23598,7,4,1,0,3,1
539,0,0,156.0,10,18505,3,4,0,1,0,1
540,135,2,119.85,6,10944,16,4,3,1,0,1
541,107,0,152.1,8,18312,24,4,4,0,0,0
542,36,1,109.0,10,15785,28,4,2,1,3,1
543,45,0,75.0,11,343,10,3,3,0,0,1
544,115,0,98.25,5,34230,5,4,3,1,3,1
545,7,0,77.25,12,31829,20,4,0,1,0,1
546,1,1,120.0,3,5983,10,4,1,0,0,1
547,66,0,75.0,10,3684,9,4,2,1,0,0
548,99,1,85.5,4,20190,8,4,2,0,3,0
549,221,1,96.0,8,34180,12,3,1,0,1,1
550,115,1,116.1,6,33324,6,4,2,1,0,1
551,178,0,103.69,8,23746,31,4,2,0,0,0
552,6,2,100.67,8,2328,19,4,4,2,0,1
553,79,0,75.0,11,4802,13,3,2,0,0,1
554,70,0,40.67,1,13095,15,3,2,1,0,1
555,21,0,157.0,6,14068,1,4,2,0,0,0
556,118,1,98.25,10,19046,16,4,2,1,0,1
557,57,1,90.67,6,13985,10,3,2,1,0,1
558,37,0,164.25,8,8401,17,4,1,0,1,0
559,68,0,48.0,9,19159,29,3,2,0,0,1
560,29,0,75.0,10,25308,20,3,3,0,0,1
561,48,1,158.0,10,25532,22,4,1,1,0,1
562,8,0,130.0,11,17548,5,3,1,0,0,1
563,210,0,0.0,10,17666,8,4,3,1,1,0
564,1,0,60.0,2,19200,28,3,1,2,0,0
565,207,3,108.9,10,20848,4,4,1,0,0,1
566,74,0,118.8,10,10668,9,4,1,2,0,0
567,61,0,76.58,4,2802,11,4,3,1,0,0
568,31,0,96.3,6,7107,17,3,5,2,0,1
569,64,0,130.0,5,9805,17,2,2,0,0,1
570,251,1,73.35,11,11772,21,4,1,1,3,1
571,88,1,138.0,5,20576,3,3,3,0,1,1
572,21,0,131.0,3,24015,4,4,1,0,1,1
573,136,1,99.45,5,17806,8,4,2,2,0,1
574,198,3,159.3,9,16755,22,4,3,0,0,1
575,10,0,80.0,3,23914,14,3,2,1,0,1
576,2,2,142.0,12,17445,1,4,2,0,1,1
577,52,1,140.4,5,16071,15,4,1,2,0,1
578,46,0,75.0,11,10790,11,3,2,1,0,1
579,12,0,100.0,10,34053,12,2,3,1,0,1
580,130,2,139.5,9,5575,29,4,3,0,0,1
581,133,0,114.3,8,14424,9,4,4,0,0,0
582,6,0,65.0,12,20433,8,2,2,0,0,1
583,41,0,150.3,6,29213,8,4,4,0,0,0
584,49,1,75.0,11,25070,15,3,3,0,0,1
585,27,1,65.0,6,5662,29,2,1,0,0,1
586,21,0,129.0,3,26796,4,4,1,0,1,0
587,280,1,94.95,8,11357,12,4,1,0,0,0
588,1,0,149.0,5,24997,23,4,0,1,3,1
589,78,1,99.45,4,33899,6,4,4,1,0,1
590,162,0,60.0,9,17770,17,3,3,0,0,1
591,11,1,94.6,12,5116,6,4,0,2,0,1
592,265,1,115.0,6,17170,24,3,2,0,1,0
593,10,0,113.24,6,28583,13,4,4,1,3,1
594,350,2,91.95,12,35584,26,4,3,1,0,0
595,220,1,156.0,9,16658,17,3,1,2,1,0
596,160,2,200.7,10,30871,13,4,3,2,0,0
597,35,2,137.34,9,4974,25,4,3,2,0,1
598,2,0,89.0,4,7802,18,4,0,1,3,1
599,103,0,94.5,7,21834,18,3,1,2,1,0
600,2,0,110.0,5,27,19,0,2,0,0,0
601,20,2,114.0,11,33289,15,4,2,0,0,1
602,66,0,89.75,6,6952,20,3,1,1,0,1
603,4,1,65.0,10,18064,11,2,3,0,0,1
604,185,1,99.45,8,12775,10,4,6,2,0,1
605,34,0,82.94,10,17234,11,4,5,3,0,1
606,15,1,67.32,12,5754,20,4,5,1,3,1
607,0,0,65.0,1,13994,4,2,0,1,0,1
608,132,0,96.9,7,33474,6,3,5,2,0,1
609,0,0,111.6,8,34464,11,4,1,0,0,1
610,4,1,89.0,3,9584,22,4,2,0,3,1
611,29,0,100.7,3,2233,6,4,0,2,0,0
612,229,0,89.25,10,16710,22,4,2,2,0,0
613,51,1,158.4,8,3845,23,4,2,0,0,1
614,35,0,118.8,9,34239,5,4,3,1,0,1
615,13,1,100.0,9,15228,15,2,1,0,3,1
616,28,0,74.7,2,15394,3,4,7,2,0,0
617,0,1,149.0,6,29817,28,4,1,0,0,1
618,17,2,124.0,9,32109,17,4,2,0,0,1
619,107,0,103.5,7,8713,7,4,3,0,3,0
620,4,0,89.0,4,11546,11,4,0,1,3,1
621,166,0,110.0,11,16306,1,3,3,0,0,0
622,93,1,96.3,4,7131,20,4,2,0,0,1
623,37,0,105.0,10,30126,13,3,3,0,0,1
624,204,0,90.0,5,15021,5,3,3,0,0,0
625,231,1,63.75,12,1300,30,4,3,2,0,1
626,188,0,130.0,6,8435,15,3,2,0,0,0
627,15,1,109.34,4,15315,20,4,1,0,0,1
628,155,1,96.12,8,3829,22,4,5,2,0,1
629,21,2,125.0,12,9949,28,4,1,1,0,1
630,44,1,88.22,11,8772,29,4,3,0,0,1
631,11,1,76.93,11,10586,18,4,7,3,0,0
632,275,0,62.8,6,32544,4,3,1,1,0,0
633,5,1,65.0,9,9775,19,2,1,1,0,1
634,5,1,66.0,2,2128,10,2,1,0,0,1
635,95,3,137.4,6,22043,3,4,2,1,0,1
636,48,2,158.4,10,22419,17,4,1,1,0,1
637,51,1,68.47,12,11435,8,4,3,0,0,1
638,3,1,103.0,3,21643,7,4,0,1,0,1
639,278,2,78.3,12,13908,9,4,2,1,0,1
640,14,1,141.0,4,21680,29,4,1,0,0,1
641,114,0,81.26,7,11081,11,4,3,1,0,1
642,152,1,83.83,6,19539,29,4,4,0,0,1
643,23,1,109.0,1,25514,2,3,1,2,1,1
644,9,1,85.0,10,35396,2,3,1,2,0,1
645,8,0,98.0,4,32775,20,2,1,0,0,1
646,144,0,146.7,8,30372,4,4,2,0,0,1
647,31,0,98.1,5,16998,22,4,0,2,3,0
648,102,0,109.0,10,30358,16,3,2,0,1,1
649,88,0,82.45,7,31250,15,3,2,1,0,0
650,381,1,69.5,12,32600,23,4,2,1,0,0
651,247,0,115.0,6,28720,6,3,1,1,1,0
652,16,1,138.0,12,3507,29,4,3,0,0,1
653,68,2,132.3,10,5910,18,4,3,0,0,1
654,111,1,132.6,6,12130,9,4,3,1,0,1
655,55,0,60.0,11,22116,17,3,4,0,0,1
656,57,1,75.33,6,15513,10,3,2,1,0,1
657,4,2,90.78,12,5123,31,4,7,2,3,1
658,247,1,115.0,6,7090,6,4,1,1,1,0
659,31,1,96.3,11,20134,26,4,3,0,0,1
660,18,2,87.0,1,17891,20,4,4,0,0,1
661,41,1,140.0,11,25490,18,4,2,0,0,1
662,144,1,112.03,5,23803,22,4,3,2,0,1
663,271,0,71.64,12,5401,3,4,1,2,0,1
664,116,0,61.0,2,15939,28,3,1,2,0,0
665,1,1,89.0,4,25603,8,4,1,0,3,1
666,305,0,89.0,11,20437,4,3,2,1,0,0
667,221,0,73.0,8,23138,12,3,1,0,1,1
668,0,0,73.9,1,13517,6,4,1,0,0,1
669,47,0,99.9,4,26235,12,4,1,0,0,0
670,12,0,71.0,1,6442,19,3,2,0,0,1
671,112,1,120.0,6,32575,2,3,3,0,0,1
672,157,0,127.0,5,31750,5,4,3,0,0,0
673,29,2,114.4,10,30928,31,4,4,1,0,0
674,346,1,0.0,9,10035,13,4,0,0,1,1
675,29,1,86.93,3,34231,8,4,3,0,0,1
676,1,0,166.0,7,14764,2,4,1,1,0,1
677,39,2,88.0,11,15434,19,4,1,1,3,1
678,143,0,106.0,7,7815,18,2,3,1,0,1
679,207,0,98.1,10,3592,4,4,1,0,3,0
680,18,0,65.0,12,7889,27,3,1,0,0,1
681,122,2,116.1,6,33081,16,4,3,0,3,1
682,74,2,88.4,11,12489,15,4,4,0,0,0
683,17,0,48.0,10,3582,16,3,2,0,0,1
684,13,2,109.0,2,8636,13,4,1,2,0,1
685,221,0,80.0,8,400,12,4,1,0,0,0
686,18,1,151.0,8,13853,16,4,2,0,0,1
687,247,1,115.0,6,15255,6,3,1,1,1,0
688,6,1,166.0,8,23857,5,4,2,0,0,1
689,104,0,75.0,12,4970,3,3,3,0,0,1
690,81,0,131.4,8,33411,5,4,2,0,0,0
691,0,2,89.0,12,12524,23,4,2,0,0,1
692,114,2,207.0,8,16299,10,4,2,0,1,0
693,8,1,65.0,7,13355,26,2,1,0,0,1
694,0,0,44.6,4,21579,3,4,1,2,0,0
695,59,0,75.0,10,30037,29,3,2,0,0,1
696,279,0,110.0,10,23006,12,3,3,0,0,0
697,4,2,79.0,8,18184,27,4,2,0,0,1
698,18,0,154.0,11,20378,30,4,2,0,0,1
699,176,0,0.0,9,26713,8,4,0,0,0,1
700,35,1,112.5,3,18761,21,4,2,1,0,1
701,103,0,115.0,4,31381,19,3,2,0,0,0
702,265,1,115.0,6,674,24,4,2,0,1,0
703,3,0,79.0,12,5607,5,2,2,1,0,1
704,51,1,66.3,2,10050,25,4,8,2,0,0
705,105,0,117.3,5,3394,5,4,3,0,0,0
706,94,0,105.3,4,26135,14,4,3,0,0,0
707,22,1,133.0,9,24037,27,4,2,0,0,1
708,116,0,61.0,2,16046,28,3,1,2,0,0
709,6,1,133.5,3,9989,26,4,2,2,0,1
710,65,1,67.81,4,14284,1,4,2,1,0,1
711,10,0,148.0,6,30444,12,4,6,4,0,0
712,56,0,85.5,9,31055,20,3,1,0,0,1
713,168,0,85.0,4,34828,22,3,2,1,0,0
714,1,0,0.0,8,17718,14,1,2,1,0,1
715,22,2,112.25,8,10112,28,4,2,2,3,1
716,35,2,74.8,12,3021,4,4,5,2,3,1
717,101,0,80.0,4,629,4,4,2,1,0,0
718,113,0,121.5,7,15406,12,4,3,0,0,1
719,74,0,101.5,9,11532,18,3,2,0,1,1
720,256,1,115.0,6,24744,15,3,2,0,1,0
721,279,0,110.0,10,27321,12,3,3,0,0,0
722,73,1,119.85,5,4277,12,4,3,2,0,1
723,20,0,110.0,5,1496,26,0,1,0,0,0
724,71,4,0.0,10,19292,15,1,1,0,0,1
725,20,0,89.0,4,19707,4,4,1,1,3,0
726,80,0,135.9,9,32829,25,4,2,2,0,1
727,156,2,171.96,8,2041,13,4,5,2,1,0
728,92,1,72.49,3,19194,18,4,2,2,0,1
729,98,0,124.8,7,3029,21,4,3,0,0,0
730,71,0,120.0,6,19936,14,3,3,0,0,1
731,6,0,148.0,8,2555,7,4,2,2,3,1
732,323,1,112.0,5,25037,17,3,4,0,1,0
733,1,1,174.0,8,5713,26,4,2,1,0,1
734,169,0,62.73,8,17865,22,4,3,1,3,0
735,28,0,105.8,3,15514,5,4,1,2,0,0
736,28,1,235.5,9,19114,13,4,2,0,0,1
737,0,0,87.0,6,25214,15,3,2,0,1,1
738,145,0,99.45,5,23417,3,4,4,0,0,1
739,60,0,74.8,12,33316,2,4,2,2,3,0
740,63,1,105.3,4,6685,22,4,2,1,0,0
741,14,1,83.0,3,13934,3,4,3,2,3,1
742,62,1,76.0,4,17394,3,3,3,2,0,1
743,6,0,0.0,12,26167,10,4,1,0,1,1
744,34,1,207.9,8,20299,21,4,0,1,0,1
745,349,0,96.67,10,18599,4,3,5,1,0,1
746,56,0,142.2,8,17447,28,4,1,2,0,0
747,4,1,151.0,7,30995,6,4,3,0,0,1
748,18,1,129.0,12,8415,31,4,1,1,3,1
749,49,0,75.0,11,18624,4,3,2,0,0,1
750,92,1,76.5,7,7287,4,4,1,2,0,0
751,1,1,0.0,9,16697,1,1,1,0,0,1
752,0,0,148.67,9,26732,7,4,2,1,0,1
753,12,1,145.0,7,353,11,4,1,1,0,1
754,155,0,177.35,5,2946,22,4,5,3,0,0
755,44,1,119.38,4,30789,26,4,4,0,0,1
756,122,0,105.9,8,23635,21,3,5,3,0,1
757,1,1,211.76,10,23054,28,4,2,1,0,1
758,10,0,137.7,7,23843,4,2,1,1,0,1
759,34,1,103.89,8,8926,27,4,5,2,3,1
760,86,1,105.4,4,18792,25,4,5,3,0,0
761,124,2,76.5,7,23823,25,4,1,1,0,0
762,207,1,168.3,8,3483,4,4,1,0,0,0
763,314,0,75.0,10,26027,12,3,3,0,0,0
764,94,1,65.84,11,25295,13,4,4,2,0,1
765,2,0,86.0,2,25541,7,4,0,1,0,1
766,110,0,70.0,12,30674,9,3,4,0,0,1
767,4,1,80.0,1,27842,20,4,1,0,0,1
768,29,2,119.0,10,11419,19,4,4,0,3,0
769,44,1,83.39,11,21851,18,4,2,0,0,1
770,37,0,94.5,6,28597,20,4,2,1,0,1
771,0,0,64.5,1,16066,18,3,1,1,0,1
772,155,0,96.3,6,35151,27,4,2,1,0,0
773,112,1,120.0,6,6869,2,3,3,0,0,1
774,41,0,85.67,3,10523,13,2,1,2,0,1
775,89,0,116.1,5,23867,29,4,1,2,3,0
776,38,2,102.7,3,1569,21,4,2,1,0,1
777,66,2,67.91,12,26281,5,4,1,1,0,1
778,270,0,80.0,4,28077,20,3,4,0,0,1
779,11,0,75.0,8,5637,18,2,2,0,0,0
780,47,2,79.2,11,28453,11,4,2,1,3,1
781,75,0,80.0,3,28911,17,3,3,1,0,0
782,54,1,95.19,1,9395,10,4,2,2,0,1
783,50,1,108.0,10,10291,17,4,0,1,3,1
784,135,1,107.95,7,11409,6,4,4,1,0,0
785,117,0,76.0,2,8989,29,3,2,1,0,1
786,4,1,72.0,3,1060,23,3,1,0,0,1
787,4,1,103.18,4,26574,21,4,3,2,0,1
788,279,0,110.0,10,32136,12,3,3,0,0,0
789,142,1,95.79,8,18373,21,4,3,2,0,1
790,204,0,72.75,10,18329,9,3,2,2,0,1
791,0,1,135.0,3,5875,26,4,1,0,3,1
792,74,0,145.1,12,3720,30,3,2,1,0,1
793,195,0,71.22,12,4354,2,4,2,0,0,0
794,6,2,106.0,2,3804,12,4,2,1,0,1
795,0,0,70.0,10,32533,12,3,3,0,0,1
796,62,1,68.0,7,6296,15,4,7,2,0,0
797,54,0,80.3,2,24105,26,4,2,0,0,1
798,61,1,72.24,10,24361,26,3,1,1,0,1
799,21,1,72.42,5,14772,9,4,1,1,3,1
800,55,1,127.82,3,23587,31,3,1,0,0,1
801,186,0,121.5,8,13776,2,4,2,0,0,0
802,6,0,161.0,3,6599,27,4,3,2,0,0
803,2,1,141.0,6,26775,4,4,1,0,0,1
804,206,0,106.0,9,21471,19,2,2,1,0,0
805,74,2,88.2,12,27110,2,4,2,1,3,1
806,27,1,120.12,6,14245,22,4,2,0,0,1
807,146,0,75.0,12,28384,29,3,3,0,0,1
808,180,1,126.9,9,28687,3,4,1,2,0,0
809,336,0,78.0,9,6578,21,3,4,1,0,1
810,14,0,62.5,5,22730,27,3,1,0,0,1
811,0,1,95.0,11,7965,6,4,1,0,0,1
812,275,0,62.8,6,5304,4,4,1,1,0,0
813,45,1,78.54,10,29270,22,4,3,1,0,1
814,1,0,55.0,3,2407,15,1,2,0,0,1
815,174,1,99.45,7,16089,26,4,6,2,0,1
816,0,2,0.0,12,27665,19,1,1,1,0,1
817,33,0,85.5,9,34780,10,3,1,1,3,1
818,1,0,60.0,2,34732,28,3,1,2,0,0
819,92,1,76.5,3,33920,31,4,3,2,3,0
820,72,0,76.5,7,18147,22,4,5,2,0,0
821,0,0,56.0,12,25874,22,4,1,0,3,1
822,172,0,95.0,6,4825,24,4,2,0,0,0
823,0,0,88.0,12,4640,5,4,0,1,3,1
824,245,0,75.0,6,11460,17,3,2,0,0,0
825,27,1,125.25,6,597,29,4,3,0,0,1
826,168,1,76.58,7,35071,26,4,4,0,0,1
827,99,0,118.8,10,34737,8,4,2,2,0,0
828,40,2,109.8,9,30803,1,4,1,0,0,1
829,151,1,77.23,6,5347,3,4,2,2,0,1
830,6,0,89.0,10,8180,3,2,0,1,0,1
831,153,0,102.3,6,30106,8,4,3,0,0,0
832,79,0,76.5,9,23799,4,3,1,2,0,1
833,0,0,109.0,8,8032,14,3,2,0,1,1
834,6,0,137.0,9,21240,3,4,3,2,0,0
835,296,0,85.0,9,34997,21,3,4,0,0,0
836,21,1,124.0,9,22000,21,4,1,1,0,1
837,217,1,159.3,9,13041,23,4,2,1,0,0
838,0,0,124.0,8,16887,11,4,3,0,0,1
839,188,0,130.0,6,6861,15,4,2,0,0,0
840,162,0,115.0,10,12486,14,3,2,2,0,0
841,5,0,90.0,10,21782,19,3,2,1,0,1
842,150,2,76.5,8,17955,13,4,3,0,0,1
843,0,0,65.0,2,20434,2,2,2,0,0,1
844,9,0,55.0,3,28056,2,2,2,0,0,0
845,256,0,100.75,10,21797,16,4,3,2,0,0
846,40,2,207.9,9,19903,20,4,3,0,0,1
847,108,0,98.25,9,16500,19,4,1,2,0,0
848,80,1,96.3,6,34218,23,4,1,0,0,1
849,1,0,79.0,2,19900,13,2,1,0,0,1
850,30,2,94.5,9,17966,13,4,2,2,0,1
851,19,0,147.0,3,10081,18,4,2,0,1,0
852,82,0,95.0,9,24585,22,3,3,1,0,0
853,49,1,112.2,4,31511,10,4,2,2,0,1
854,172,1,99.45,8,15581,12,4,4,2,0,1
855,21,1,58.65,9,32574,10,3,3,1,0,1
856,166,0,96.3,8,9817,27,4,1,2,0,0
857,47,0,92.0,11,19892,11,4,1,0,0,1
858,78,1,86.32,3,217,20,4,5,2,0,1
859,0,0,88.0,12,8911,5,4,0,1,3,1
860,7,1,77.5,1,15657,19,4,3,0,0,1
861,161,0,130.0,3,4638,25,4,2,1,1,0
862,178,2,221.0,7,24454,20,4,2,0,0,0
863,44,0,75.0,2,19937,17,3,3,0,0,1
864,1,1,101.0,4,13135,8,4,1,0,0,1
865,47,0,168.3,7,29969,24,4,1,2,0,1
866,51,2,139.5,10,26262,17,4,5,1,0,0
867,4,0,74.69,12,21403,4,4,2,0,0,1
868,83,1,108.9,7,19735,1,4,3,2,0,1
869,80,0,136.0,10,34396,9,3,2,0,1,1
870,107,1,61.09,12,15491,26,4,3,1,3,1
871,139,0,151.2,10,22510,8,4,1,2,0,0
872,103,0,115.0,4,25268,19,3,2,0,0,0
873,245,0,110.0,7,4727,6,4,4,2,0,0
874,78,1,105.3,3,246,24,4,3,0,0,1
875,5,1,12.0,9,2944,2,3,1,0,0,1
876,219,0,108.0,9,6771,4,4,1,0,1,0
877,6,0,72.25,6,27596,15,3,4,1,3,1
878,69,0,120.0,6,24374,12,3,4,2,0,0
879,203,1,137.7,8,4051,27,4,1,0,0,0
880,29,0,72.1,3,22162,4,4,1,0,3,1
881,96,0,135.9,9,31325,26,4,2,1,0,0
882,207,2,106.25,9,30285,30,4,3,2,0,0
883,121,2,132.18,7,14374,19,4,6,2,0,1
884,125,1,79.2,11,19548,16,4,2,0,3,1
885,72,1,126.9,6,24179,17,4,2,1,0,1
886,103,0,115.0,4,23411,19,3,2,0,0,0
887,60,0,65.0,9,3362,21,3,1,1,0,1
888,79,1,74.8,11,27969,17,4,3,1,3,1
889,188,0,130.0,6,5911,15,4,2,0,0,0
890,244,0,90.95,8,1029,2,4,4,0,0,0
891,5,0,70.84,2,33356,23,4,2,0,0,1
892,93,0,115.0,10,7106,15,4,1,2,0,0
893,212,1,70.0,5,18565,20,3,3,2,0,1
894,309,0,65.0,5,22475,13,3,2,1,0,1
895,161,1,87.13,7,33372,16,4,2,2,3,1
896,192,0,95.0,6,14882,24,3,2,0,0,1
897,5,1,116.0,12,6870,30,4,3,2,0,1
898,219,0,108.0,9,27598,4,3,1,0,1,0
899,19,2,81.0,2,26369,23,4,2,0,3,1
900,78,1,87.3,4,29960,2,4,1,1,0,1
901,346,1,115.0,9,21031,13,3,2,0,1,0
902,255,0,62.64,12,12225,27,3,3,0,0,1
903,19,0,174.5,3,17805,18,4,2,0,1,0
904,104,0,76.5,4,31991,15,4,2,2,3,0
905,26,0,120.0,6,11843,8,3,1,0,0,1
906,28,0,129.0,10,10476,25,4,3,0,0,1
907,7,0,67.0,5,6498,23,2,2,1,0,1
908,68,0,159.3,8,18567,29,4,3,1,0,0
909,58,1,105.0,4,14344,3,3,1,2,0,1
910,14,0,140.0,3,28238,31,4,3,2,0,1
911,38,0,52.39,3,32465,5,4,3,2,3,1
912,282,1,109.23,12,19948,25,4,5,3,0,0
913,104,1,125.1,10,32395,25,4,3,0,1,1
914,6,0,212.72,11,11135,9,4,4,0,0,0
915,64,0,110.08,4,5308,18,4,3,1,0,0
916,116,2,172.85,12,17625,24,4,3,2,1,1
917,36,2,161.1,7,3076,25,4,0,1,0,1
918,10,0,137.7,7,31773,4,2,1,1,0,1
919,1,1,0.0,10,9847,13,1,1,0,0,1
920,150,2,41.43,3,21749,19,3,5,2,0,1
921,185,3,116.77,5,18739,6,4,2,0,0,1
922,13,1,75.0,8,34716,7,4,1,0,0,1
923,72,0,108.0,9,22204,18,3,1,0,1,1
924,55,1,84.2,3,31141,5,4,6,2,0,1
925,1,0,85.0,2,31902,15,4,1,1,0,1
926,73,1,67.5,3,24342,17,4,1,0,3,1
927,60,0,48.0,9,24242,21,3,1,1,0,0
928,49,0,60.0,11,509,9,3,2,1,0,1
929,196,0,102.85,9,16693,4,4,6,4,3,0
930,44,0,75.0,2,11469,17,3,3,0,0,1
931,158,0,75.6,7,10240,16,4,1,0,3,0
932,14,2,109.75,9,30485,7,4,3,1,0,1
933,143,2,129.6,9,16241,21,4,4,1,0,0
934,93,0,105.0,5,7083,11,3,3,0,1,1
935,45,2,223.75,7,26861,27,4,1,0,0,1
936,40,0,85.0,10,19525,25,3,3,0,0,1
937,43,0,96.3,4,31353,21,3,2,0,0,1
938,76,1,106.5,4,9624,27,4,3,0,0,0
939,7,0,101.0,4,18587,3,4,1,2,0,0
940,25,2,108.0,9,29081,12,4,0,1,0,1
941,20,2,210.57,7,27891,29,4,2,0,0,1
942,1,0,126.0,10,32251,1,4,1,0,0,1
943,443,0,65.0,4,3746,29,4,1,0,0,0
944,237,1,107.53,10,4459,12,4,4,0,0,0
945,86,0,105.0,9,12891,24,3,2,0,0,1
946,2,1,67.0,5,4037,4,2,1,0,0,1
947,105,2,168.3,9,9595,16,4,2,0,0,1
948,116,0,131.4,8,13227,22,4,5,1,0,0
949,104,1,88.4,12,15578,8,4,3,1,0,1
950,69,1,140.4,6,1283,30,4,3,2,0,1
951,29,1,130.15,9,5218,4,4,0,2,0,0
952,91,0,60.5,12,6947,30,3,4,0,3,1
953,25,2,109.0,5,6692,22,4,1,2,3,1
954,57,0,145.8,6,35663,4,4,1,1,0,1
955,45,2,157.68,6,3873,27,4,3,1,1,1
956,320,1,115.0,8,6452,18,4,2,0,1,0
957,47,1,68.07,11,16153,21,4,4,1,0,1
958,314,0,75.0,10,23097,12,3,3,0,0,0
959,40,0,95.0,7,32785,26,3,1,0,1,1
960,245,0,110.0,7,4283,6,4,4,2,0,0
961,76,0,207.9,8,31093,13,4,1,0,0,0
962,1,0,90.0,9,30014,9,2,2,0,0,1
963,136,0,123.25,6,22268,30,4,3,1,1,1
964,238,0,80.0,10,27418,13,3,3,0,0,1
965,23,1,119.0,10,1507,20,4,2,0,3,0
966,180,0,70.0,10,13532,16,3,1,0,0,0
967,44,2,143.44,10,4375,18,4,5,0,0,1
968,11,1,103.1,12,9413,19,4,3,1,0,1
969,26,0,226.5,9,32098,27,4,4,0,0,0
970,20,0,117.2,9,30503,24,4,2,2,0,0
971,112,0,100.0,6,3157,2,3,2,0,0,1
972,10,0,76.75,3,4890,2,4,4,0,3,1
973,10,0,79.0,3,6175,7,4,2,1,3,0
974,99,0,81.0,2,14307,19,2,1,0,0,1
975,69,0,92.43,12,15061,29,4,5,2,0,1
976,317,0,120.0,9,35446,15,3,2,0,0,0
977,110,0,120.0,10,34067,9,3,0,1,0,1
978,152,0,136.68,9,35640,16,3,4,2,1,0
979,199,0,102.85,12,33076,28,4,4,0,0,1
980,5,1,110.0,5,16442,24,2,2,0,0,1
981,91,0,85.5,4,14801,25,4,2,1,3,0
982,102,0,87.0,10,4083,16,3,2,0,1,1
983,8,3,87.98,12,4318,22,4,3,1,0,1
984,230,1,96.3,9,28415,2,4,2,1,0,1
985,88,0,96.0,5,12342,3,3,3,0,1,1
986,107,0,76.5,8,4429,12,4,1,0,0,1
987,30,0,121.0,9,33341,30,3,2,0,1,1
988,0,0,75.0,8,27781,10,4,0,1,3,0
989,36,1,135.9,8,21716,19,4,3,2,0,1
990,30,1,92.25,9,10656,25,4,2,2,0,1
991,100,0,108.0,10,3995,16,4,1,0,1,0
992,181,2,90.9,10,4592,28,4,2,0,0,0
993,210,0,72.75,10,5004,8,3,3,1,0,1
994,101,0,132.6,6,28817,1,4,4,0,0,0
995,6,0,67.0,12,23198,8,2,1,0,0,1
996,79,0,87.3,3,2656,4,4,2,0,0,0
997,39,1,67.5,2,13128,13,4,1,2,3,1
998,5,0,119.0,5,14442,31,4,2,0,3,1
999,103,0,94.5,7,31971,18,3,1,2,1,0
1000,3,2,156.0,4,19011,1,4,2,0,0,1
1001,59,0,122.83,4,35099,27,4,4,0,0,0
1002,49,2,74.8,12,25321,1,4,3,1,3,1
1003,13,0,6.0,3,27345,20,4,0,1,0,1
1004,212,0,70.0,5,12293,20,3,3,2,0,1
1005,15,0,131.0,4,14563,22,4,1,0,0,0
1006,232,0,80.75,9,2778,15,3,3,0,0,1
1007,15,1,141.0,5,8059,2,4,1,1,0,1
1008,51,0,159.3,5,3651,7,4,1,2,0,0
1009,72,2,149.4,5,24356,2,4,1,1,0,1
1010,117,0,94.5,8,14648,1,3,1,2,1,1
1011,0,0,116.0,4,14674,11,4,3,1,0,0
1012,286,0,90.0,10,19377,16,3,0,1,0,0
1013,33,0,64.0,1,34810,25,2,3,1,0,1
1014,39,0,65.0,12,19309,27,3,1,0,0,1
1015,7,1,146.67,10,8577,29,4,1,2,0,1
1016,14,0,116.49,6,9462,9,4,3,0,0,1
1017,26,2,109.0,11,32815,2,4,3,0,3,1
1018,267,1,128.7,10,34558,26,4,3,0,0,0
1019,140,2,195.3,7,10641,8,4,1,0,0,1
1020,56,0,109.8,8,34038,28,4,1,2,0,0
1021,74,0,109.0,9,30163,18,3,2,0,1,1
1022,6,2,106.0,8,6198,19,4,4,0,0,1
1023,69,2,135.9,8,11496,16,4,3,0,0,1
1024,84,2,121.5,7,35009,15,4,2,0,0,1
1025,209,1,90.95,8,19594,16,4,4,0,0,0
